Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1501,42.82
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1501,2172.73
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1501,321.45
Business services,Travel & entertainment,Airfares,International airfares,supplier_1501,17077.5
Business services,Travel & entertainment,Airfares,International airfares,supplier_1501,6
Business services,Travel & entertainment,Airfares,International airfares,supplier_1501,136.82
Business services,Travel & entertainment,Airfares,International airfares,supplier_1501,18.13
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1501,493.96
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1501,199.92
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1501,7540.180000000001
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,529.9399999999999
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,300.76
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,2288.57
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,480
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,27.99
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,4793
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,26.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,309
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,-51.14
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,859.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,472
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,85
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,41.31
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,25.16
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,6.14
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,880
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,319.34
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,636.03
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,39.15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,44.25
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,396
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,71.68
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1501,36.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,342.22
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,2788.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,17.19
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,-830
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,1000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,20
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,20
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1502,154.26
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1504,125.12
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1510,12.05
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1510,850
Business services,Travel & entertainment,Airfares,International airfares,supplier_1510,47.09
Business services,Travel & entertainment,Airfares,International airfares,supplier_1510,31.36
Business services,Travel & entertainment,Airfares,International airfares,supplier_1510,2584.9
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1510,517.87
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1513,4584
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1514,127.45
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1514,107.69
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1514,115
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1514,34.77
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1520,100
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1520,109.5
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1520,63
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1521,996.99
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1521,23.45
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_1521,413.83
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,318.18
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,903.21
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,24.59
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,426.16
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,456.27
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,10.21
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,27.33
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,128.02
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_1521,5.45
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1521,303.75
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1521,1400
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1521,57.53999999999999
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1521,131.05
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_1521,911.25
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,3166.59
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,8200
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,2000
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,1457
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,610.24
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,-1404.91
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,29.41
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,246.72
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,20.91
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,148.47
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,17.54
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,850
Business services,Travel & entertainment,Airfares,International airfares,supplier_1521,1051.3899999999999
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,45.56
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,127.28
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,85.7
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,160
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,397.48
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,734.43
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,1299.3
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,26.09
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,18.2
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,70.03
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,25.1
Business services,Travel & entertainment,Ground transport,Car hire,supplier_1521,5529.6
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_1521,139.16
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1521,351
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1521,103.84
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1521,1809.03
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1521,1199.39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1521,230.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_1521,1272
